sentence,cleancontent
taxes are all included in the price,0
food is nice,0
check out is a bit early10 am,0
5 mins away from 2 sbahn stations,0
thanks for the good stay,0
my stay at st christophers wasnt really anything special,0
however the location is good and staff are lovely,0
the bathroom floors are always yet from the adjoining showers,0
someone threw up in my room and it took two of us going to the front desk two separate times to finally get it cleaned,1
super close to train station and subway stops which is nice too,0
its a huge hostel with a lot of big groups so not sure i wouldve met anyone if not for my lovely roommates,0
very helpful staff who gave us recommendations and directions,0
had a quiet laid back atmosphere,0
only downside was a strange odor coming from the bathroom at all times and the free breakfast was a bit too light,1
a nice hostel thats cheap and with a convenient location near a subway station,0
the pillow and blankets are super comfortable i slept really well,0
they also upgraded us from a 6person dorm to a 4person for free,0
it seems pretty sound proof as i didnt hear any of the guests in the other rooms ,0
id definitely stay here again,0
the hostel is in a beautiful location and the staff was helpful,0
i didnt stay for breakfast because i had to leave early in the morning to catch a train so cant comment on that,0
would have liked security lockers and there was no wifi in the rooms,0
we were in a 5 room door and had it to ourselves which was nice,0
however there wasnt a fan or air con,0
so i found it very hard to sleep,0
the location also isnt very good you definitely need a metro pass,0
private rooms very small and hot noisy street outside,0
few toilets and showers and not very nice,1
good location supermarkets very close and a good connection to the city centre,0
overally ok if you are very tired and jest need some place to sleep,0
but not to recommend if you want to enjoy your stay ,0
great location and had a nice courtyard to hang out in however there was so air con in rooms,0
and it was unbelievably hot,0
pretty easy to get here ,0
the staff i interacted with were nice and helpful ,0
the room was slightly closterphobic for me with one window very high ,0
i did spot ants on my table with the coffee machine,1
so i made sure to keep all my stuff zipped ,0
next to a very noisy street,0
but i became prepared with a white noise machine ear plugs and an eye mask ,0
pretty decent shower for a hostel too,0
awesome ,0
i have never seen any hostel like this before ,0
hindustan heaven hostel has everything to give you ,0
they treat you like their own family members ,0
whatever i asked them  they had provided me ,0
from now on  whenever i go to delhi  i will book hindustan heaven hostel  fabulous,0
â¤,0
ï¸â¤ï¸â¤ï¸â¤ï¸,0
this hostel was in a great location,0
it was within walking distance to a ton of sites and the metro and bus stations,0
there are great restaurants and a grocery store nearby too,0
the common areas and breakfast made it easy to meet other people,0
the only thing to be aware of is that the security lockers are very small but you can at least leave your passport in it,0
it can also be loud at night but if you close the window that helps a lot with the noise,0
good bits nice staff good location short walk to tube station cheap rooms clean room ok bed ,1
bad bits cash only,0
in 2018 ,0
loud crappy music til 3am expensive drinks lecherous men in bar,0
bouncers turn a blind eye ,0
tiny lockers no place to store big bags ,0
noisy beds mice in the kitchen with droppings on the floor one shared toilet between a whole floor of people ,1
its a little away from the city centre,0
staff are friendly and has a nice common area,0
felt kinda gross in the bathrooms but everything else was great,1
bed was actually pretty comfy,0
breakfast was okay and worth it if you need to but try to find something else first,0
